教学班,培养类型,课程代码,课程名称,课程性质,课程类别,授课语言,学分,学时,教师,上课信息,选课要求,面向对象,限制对象,本科生容量/已选,研究生容量/已选,开课院系
物理化学I-01班-双语,本,CH301,物理化学I Physical Chemistry I,必修,专业基础课,双语,4.0,64.0,郭庆,"1-15周,星期一第3-4节 智华楼304 1-15周,星期三第1-2节 智华楼304",,,,30/9,0/0,化学系
物理化学II-01班-双语,本,CH302,物理化学II Physical Chemistry II,必修,专业基础课,双语,4.0,64.0,杨天罡,"1-15周,星期二第3-4节 商学院226 1-15周,星期四第1-2节 商学院226",,,,50/26,0/0,化学系
超分子化学-01班-双语,本,CH308,超分子化学 Supramolecular Chemistry,选修,专业选修课,双语,2.0,32.0,陆为,"1-15周,星期五第3-4节 智华楼301",,,,40/32,0/0,化学系
高等有机化学实验-01班-双语,本,CH309,高等有机化学实验 Advanced Organic Chemistry Laboratory,选修,专业选修课,双语,2.0,64.0,房芳 于月娜,"1-15周,星期四第5-8节 理学院C1027",,,,24/5,0/0,化学系
有机人名反应-01班-双语,本,CH320,有机人名反应 Organic Name Reactions,选修,专业选修课,双语,2.0,32.0,徐晶,"1-12,14,15周,星期二第7-8节 智华楼303 13周,星期六第7-8节 智华楼303",,,,40 / 25,0 / 0,化学系
化妆品科学实践-01班-双语,本,CH330,化妆品科学实践 Practice for Cosmetic Science,选修,专业导论类,双语,1.0,32.0,于月娜 房芳,"2-14双周,星期五第5-8节 理学院C1037",,,,40 / 39,0 / 0,化学系
结构化学-01班-双语,本,CH340,结构化学 Structural Chemistry,必修,专业基础课,双语,3.0,48.0,杨烽,"1-15单周,星期二第5-6节 智华楼202 1-15周,星期四第3-4节 智华楼202",,,,60 / 48,0 / 0,化学系
计算化学-01班-双语,本,CH401,计算化学 Computational Chemistry,选修,专业选修课,双语,3.0,64.0,赵斌,"1-15周,星期五第5-6节 智华楼201 1-15周,星期五第7-8节 智华楼509机房",,,,40 / 24,0 / 0,化学系
高等分析化学-01班-中文,研,CHE5005,高等分析化学 Advanced Analytical Chemistry,必修,专业核心课,中文,3.0,48.0,TAN SOON HENG (陈顺兴),"1-5,7-15周,星期一第3-4节 智华楼103 1,3,7-11单,15周,星期四第3-4节 智华楼103 4周,星期四第5-6节 智华楼205 6周,星期四第5-6节 智华楼103 14周,星期六第5-6节 智华楼103",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,80 / 47,化学系
元素有机化学-01班-中文,研,CHE5017,元素有机化学 Element-Organic Chemistry,选修,专业选修课,中文,2.0,32.0,刘柳,"1-5,7-10,13-15周,星期四第9-10节 智华楼310 6周,星期四第7-8节 理学院C1037 11周,星期四第7-8节 理学院C1037 13周,星期日第9-10节 智华楼310",,,年级:2025;学院:深圳理工大学;层次:硕士;,10 / 4,30 / 8,化学系
杂环化学-01班-中文,研,CHE5021,杂环化学 Heterocyclic Chemistry,选修,专业选修课,中文,3.0,48.0,徐明华,"1-8,10-15周,星期一第9-10节 智华楼302 1-8,10-15周,星期一第11-11节 智华楼302 11周,星期五第9-10节 智华楼306 11周,星期五第11-11节 智华楼306",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,40 / 11,化学系
天然产物全合成-01班-中文,研,CHE5023,天然产物全合成 Natural Product Total Synthesis,选修,专业选修课,中文,2.0,32.0,徐晶,"1-12,14,15周,星期二第3-4节 智华楼308 13周,星期六第3-4节 智华楼308",,,年级:2025;学院:深圳理工大学;层次:硕士;,15 / 4,25 / 8,化学系
纳米材料与纳米技术-01班-英文,研,CHE5028,纳米材料与纳米技术 Nanomaterials and Nanotechnology,选修,专业选修课,英文,2.0,32.0,HUANG LIMIN(黄立民),"1-15周,星期二第7-8节 智华楼202",,,年级:2025;学院:深圳理工大学;层次:硕士;,20 / 1,40 / 39,化学系
高分子材料结构、性能与应用-01班-中文,研,CHE5033,"高分子材料结构、性能与应用 Structure, Properties and Application of Polymer Materials",选修,专业选修课,中文,2.0,32.0,夏海平,"1-3,5-15周,星期三第7-8节 智华楼310 5周,星期五第9-10节 智华楼103",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,40 / 17,化学系
催化不对称合成-01班-中文,研,CHE5035,催化不对称合成 Catalytic Asymmetric Synthesis,选修,专业选修课,中文,2.0,32.0,谭斌,"1-15周,星期三第9-10节 智华楼304",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,40 / 17,化学系
高分子化学-01班-中文,研,CHE5038,高分子化学 Polymer Chemistry,必修,专业核心课,中文,3.0,48.0,何凤,"1-15周,星期二第9-11节 智华楼102",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,80 / 31,化学系
高等有机化学-01班-中文,研,CHE5039,高等有机化学 Advanced Organic Chemistry,必修,专业核心课,中文,3.0,48.0,顾强帅,"1-15周,星期二第5-6节 智华楼104 1-15单周,星期四第5-6节 智华楼104",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,90 / 65,化学系
物质表征中的物理方法-01班-中文,研,CHE5043,物质表征中的物理方法 Physical Characterization Methods of Materials,选修,专业选修课,中文,2.0,32.0,张元竹,"1-3,5-15周,星期三第7-8节 商学院207 4周,星期三第7-8节 创园6栋414",,学院:化学系;,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 26,化学系
化学实验安全与环保-01班-中文,研,CHE5045,化学实验安全与环保 Safety and Environmental Protection for Chemical Experiment,,专业必修课,中文,1.0,16.0,于月娜 刘华伟 房芳 李晓华 朱秀珍 颜瑗珲 王春燕 汤小菊 何绮婷,"1-15单周,星期五第3-4节 智华楼202",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,40 / 21,化学系
高等有机波谱-01班-中文,研,CHE5051,高等有机波谱 Organic Spectroscopy,选修,专业选修课,中文,3.0,48.0,李闯创,"1-15周,星期三第3-4节 智华楼202 2-14双周,星期五第3-4节 智华楼202",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,80 / 44,化学系
基础汉语 II-01班-英文-仅向留学生开放选课,本,CLE009,基础汉语 II Elementary Chinese II,必修,通识必修课,英文,2.0,64.0,朱文汇,"1-15周,星期一第3-4节 一教302 1-15周,星期三第1-2节 一教302",,,,18 / 12,0 / 0,语言中心
基础汉语 II-02班-英文-仅向留学生开放选课,本,CLE009,基础汉语 II Elementary Chinese II,必修,通识必修课,英文,2.0,64.0,朱文汇,"1-15周,星期一第5-6节 一教302 1-15周,星期三第5-6节 一教302",仅向留学生开放选课,,,18 / 18,0 / 0,语言中心
基础汉语 II-03班-英文-仅向留学生开放选课,本,CLE009,基础汉语 II Elementary Chinese II,必修,通识必修课,英文,2.0,64.0,朱文汇,"1-15周,星期二第3-4节 一教302 1-15周,星期四第1-2节 一教302",仅向留学生开放选课,,,18 / 14,0 / 0,语言中心
科技翻译-01班-英文,本,CLE012,科技翻译 Scientific and technical translation,选修,外语类,英文,2.0,32.0,褚彧,"1-15周,星期四第1-2节 一教505",,,,25 / 33,0 / 0,语言中心
科技翻译-02班-英文,本,CLE012,科技翻译 Scientific and technical translation,选修,外语类,英文,2.0,32.0,褚彧,"1-15周,星期四第3-4节 一教505",,,,25 / 29,0 / 0,语言中心
英语语音-01班-英文,本,CLE013,英语语音 English Pronunciation,选修,外语类,英文,2.0,32.0,张新婷,"1-15周,星期二第3-4节 一教408",,,,25 / 29,3 / 1,语言中心
生物学原理-01班-英文,本,BIO103,生物学原理 Principles of Biology,必修,通识必修课,英文,3.0,48.0,XIAO BO(肖波) 赵燕 郭红卫,"上课信息: 1-15周,星期一第3-4节 一教321 1-15单周,星期三第1-2节 一教321",,,,35 / 24,0 / 0,生物系
生物学原理-02班-双语,本,BIO103,生物学原理 Principles of Biology,必修,通识必修课,双语,3.0,48.0,廖茂富 王玲 王晓晨 宋毅,"上课信息: 1-15周,星期二第3-4节 一教321 1-15单周,星期四第1-2节 一教321",,,,35 / 37,0 / 0,生物系
生物学原理-03班-双语,本,BIO103,生物学原理 Principles of Biology,必修,通识必修课,双语,3.0,48.0,廖茂富 陈炜 赵燕 郭红卫,"上课信息: 1-11,13-15周,星期三第7-8节 一教321 1-15周,星期三第7-8节 一教321 1-15单周,星期五第5-6节 一教321 12周,星期六第5-6节 一教321",,,,35 / 36,0 / 0,生物系
普通生物学实验-01班-双语,本,BIO104,普通生物学实验 General Biology Laboratory,必修,专业基础课,双语,2.0,64.0,马小英 宋亚坤,"上课信息: 1-9,11-15周,星期三第1-4节 慧园2栋509","选课要求:每次实验课(包括第1-3周)都计入期末成绩,且没有补课。",,,20 / 19,0 / 0,生物系
英语语音-02班-英文,本,CLE013,英语语音 English Pronunciation,选修,外语类,英文,2.0,32.0,张新婷,"1-15周,星期四第1-2节 一教408",,,,25 / 25,3 / 0,语言中心
批判性思维与英语辩论-01班-英文,本,CLE019,批判性思维与英语辩论 Critical Thinking & English Debate,选修,外语类,英文,2.0,32.0,刘丽莎,"1-15周,星期三第5-6节 一教511",,,,22 / 21,0 / 0,语言中心
SUSTech English II-01班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,刘子瑞,"1-15周,星期一第1-2节 一教407 1-15周,星期三第3-4节 一教407",,,,25 / 25,0 / 0,语言中心
SUSTech English II-02班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,刘子瑞,"1-15周,星期一第3-4节 一教407 1-15周,星期三第1-2节 一教407",,,,25 / 22,0 / 0,语言中心
SUSTech English II-03班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,刘子瑞,"1-15周,星期二第1-2节 一教407 1-15周,星期四第3-4节 一教407",,,,25 / 25,0 / 0,语言中心
SUSTech English II-20班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,KATIE ELIZABETH HIBNER,"上课信息:
1-15周,星期二第1-2节 —教511
1-15周,星期四第3-4节 —教511",,,,25 / 25,0 / 0,语言中心
SUSTech English II-21班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,KATIE ELIZABETH HIBNER,"上课信息:
1-15周,星期二第5-6节 —教308
1-15周,星期五第7-8节 —教308",,,,25 / 24,0 / 0,语言中心
SUSTech English II-22班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,KATIE ELIZABETH HIBNER,"上课信息:
1-15周,星期二第7-8节 —教308
1-15周,星期五第3-4节 —教308",,,,25 / 24,0 / 0,语言中心
SUSTech English II-23班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,KATIE ELIZABETH HIBNER,"上课信息:
1-15周,星期三第7-8节 —教308
1-15周,星期五第5-6节 —教308",,,,25 / 13,0 / 0,语言中心
SUSTech English II-24班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,DANIEL LIVESEY BILLINGTON,"上课信息:
1-15周,星期二第3-4节 —教310
1-15周,星期四第1-2节 —教310",,,,25 / 25,0 / 0,语言中心
SUSTech English II-25班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,DANIEL LIVESEY BILLINGTON,"上课信息:
1-15周,星期二第5-6节 一教310
1-15周,星期五第7-8节 一教310",,,,25 / 25,0 / 0,语言中心
SUSTech English II-26班-英文,本,CLE022,SUSTech English II SUSTech English II,必修,通识必修课,英文,4.0,64.0,DANIEL LIVESEY BILLINGTON,"上课信息:
1-15周,星期三第7-8节 一教310
1-15周,星期五第5-6节 一教310",,,,25 / 25,0 / 0,语言中心
SUSTech English III-01班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,董蓉蓉,"上课信息:
1-15周,星期一第1-2节 一教507
1-15周,星期三第3-4节 一教507",,,,25 / 25,0 / 0,语言中心
SUSTech English III-02班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,董蓉蓉,"上课信息:
1-15周,星期一第3-4节 一教507
1-15周,星期三第1-2节 一教507",,,,25 / 20,0 / 0,语言中心
SUSTech English III-03班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,董蓉蓉,"上课信息:
1-15周,星期一第5-6节 一教507
1-15周,星期三第5-6节 一教507",,,,25 / 17,0 / 0,语言中心
SUSTech English III-07班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,Albert Rush Evans,"1-15周,星期二第1-2节 一教507 1-15周,星期四第3-4节 一教507",,,,25 / 25,0 / 0,语言中心
SUSTech English III-08班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,Albert Rush Evans,"1-15周,星期二第3-4节 一教507 1-15周,星期四第1-2节 一教507",,,,25 / 21,0 / 0,语言中心
SUSTech English III-09班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,Albert Rush Evans,"1-15周,星期三第7-8节 一教307 1-15周,星期五第5-6节 一教307",,,,25 / 23,0 / 0,语言中心
SUSTech English III-10班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,HANNAH MARGARET BRADBURY,"1-15周,星期一第1-2节 一教310 1-15周,星期三第3-4节 一教310",,,,25 / 25,0 / 0,语言中心
SUSTech English III-11班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,HANNAH MARGARET BRADBURY,"1-15周,星期一第3-4节 一教310 1-15周,星期三第1-2节 一教310",,,,25 / 25,0 / 0,语言中心
SUSTech English III-12班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,HANNAH MARGARET BRADBURY,"HANNAH MARGARET BRADBURY 上课信息: 1-15周,星期一第7-8节 一教310 1-15周,星期五第1-2节 一教310",,,,25 / 25,0 / 0,语言中心
SUSTech English III-13班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,HANNAH MARGARET BRADBURY,"HANNAH MARGARET BRADBURY 上课信息: 1-15周,星期二第1-2节 一教310 1-15周,星期四第3-4节 一教310",,,,25 / 24,0 / 0,语言中心
SUSTech English III-14班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,罗巾如,"罗巾如 上课信息: 1-15周,星期一第5-6节 一教407 1-15周,星期三第5-6节 一教407",,,,25 / 25,0 / 0,语言中心
SUSTech English III-15班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,罗巾如,"罗巾如 上课信息: 1-15周,星期一第7-8节 一教407 1-15周,星期五第1-2节 一教407",,,,25 / 24,0 / 0,语言中心
SUSTech English III-16班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,罗巾如,"罗巾如 上课信息: 1-15周,星期二第3-4节 一教409 1-15周,星期四第1-2节 一教409",,,,25 / 24,0 / 0,语言中心
SUSTech English III-17班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,罗巾如,"上课信息:
1-15周,星期二第7-8节 一教407
1-15周,星期五第3-4节 一教407",,,,25 / 25,0 / 0,语言中心
SUSTech English III-18班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,KELLY MELISSA NELSON TREVOR PAUL RAY,"上课信息:
1-4周,星期二第1-2节 一教409
1-3周,星期四第3-4节 一教409
4周,星期四第3-4节 一教409
5-15周,星期二第1-2节 一教409
5-15周,星期四第3-4节 一教409",,,,25 / 23,0 / 0,语言中心
SUSTech English III-19班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,KELLY MELISSA NELSON ADAM KEITH SAVRAN HANNAH MARGARET BRADBURY,"上课信息:
1-4周,星期二第5-6节 一教408
1,3-4周,星期五第7-8节 一教408
2周,星期五第7-8节 一教408
5-15周,星期二第5-6节 一教408
5-15周,星期五第7-8节 一教408",,,,25 / 24,0 / 0,语言中心
SUSTech English III-20班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,KELLY MELISSA NELSON ADAM KEITH SAVRAN 董蓉蓉,"上课信息: 1-4周,星期二第7-8节 一教408 1-4周,星期五第3-4节 一教408 5-15周,星期二第7-8节 一教408 5周,星期五第3-4节 一教408 6-15周,星期五第3-4节 一教408",,,,25/23,0/0,语言中心
SUSTech English III-21班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,KELLY MELISSA NELSON ADAM KEITH SAVRAN 邵今是,"上课信息: 1-4周,星期三第7-8节 一教408 1,3-4周,星期五第5-6节 一教408 2周,星期五第5-6节 一教408 5-15周,星期三第7-8节 一教408 5-15周,星期五第5-6节 一教408",,,,25/25,0/0,语言中心
SUSTech English III-22班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,邵今是,"上课信息: 1-15周,星期一第1-2节 一教504 1-15周,星期三第3-4节 一教504",,,,25/25,0/0,语言中心
SUSTech English III-23班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,邵今是,"上课信息: 1-15周,星期一第3-4节 一教504 1-15周,星期三第1-2节 一教504",,,,25 / 25,0 / 0,语言中心
SUSTech English III-24班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,邵今是,"上课信息: 1-15周,星期二第5-6节 一教504 1-15周,星期五第7-8节 一教504",,,,25 / 25,0 / 0,语言中心
SUSTech English III-25班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,邵今是,"上课信息: 1-15周,星期二第7-8节 一教504 1-15周,星期五第3-4节 一教504",,,,25 / 25,0 / 0,语言中心
SUSTech English III-26班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,TREVOR PAUL RAY,"上课信息: 1-15周,星期一第1-2节 一教311 1-15周,星期三第3-4节 一教311",,,,25 / 15,0 / 0,语言中心
SUSTech English III-27班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,TREVOR PAUL RAY,"上课信息: 1-15周,星期一第5-6节 一教311 1-15周,星期三第5-6节 一教311",,,,25 / 6,0 / 0,语言中心
SUSTech English III-28班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,TREVOR PAUL RAY,"上课信息: 1-15周,星期二第5-6节 一教311 1-15周,星期五第7-8节 一教311",,,,25 / 5,0 / 0,语言中心
SUSTech English III-29班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,TREVOR PAUL RAY,"上课信息: 1-15周,星期二第7-8节 一教311 1-15周,星期五第3-4节 一教311",,,,25 / 17,0 / 0,语言中心
SUSTech English III-30班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,ADAM KEITH SAVRAN,"上课信息: 1-15周,星期一第3-4节 一教311 1-15周,星期三第1-2节 一教311",,,,25 / 10,0 / 0,语言中心
SUSTech English III-31班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,ADAM KEITH SAVRAN,"上课信息: 1-15周,星期一第5-6节 一教310 1-15周,星期三第5-6节 一教310",,,,25 / 5,0 / 0,语言中心
SUSTech English III-32班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,ADAM KEITH SAVRAN,"上课信息: 1-15周,星期二第1-2节 一教311 1-15周,星期四第3-4节 一教311",,,,25 / 16,0 / 0,语言中心
SUSTech English III-33班-英文,本,CLE023,SUSTech English III SUSTech English III,必修,通识必修课,英文,4.0,64.0,ADAM KEITH SAVRAN,"1-15周,星期二第3-4节 一教311 1-15周,星期四第1-2节 一教311",,,,25 / 5,0 / 0,语言中心
科技英语写作-01班-英文,本,CLE026,科技英语写作 Scientific Writing,选修,外语类,英文,2.0,32.0,柳青,"1-15周,星期一第5-6节 一教409",,,,25 / 29,0 / 0,语言中心
科技英语写作-02班-英文,本,CLE026,科技英语写作 Scientific Writing,选修,外语类,英文,2.0,32.0,柳青,"1-15周,星期二第5-6节 一教409",,,,25 / 21,0 / 0,语言中心
中级汉语II-01班-英文-仅向留学生开放选课,本,CLE028,中级汉语II Intermediate Chinese II,必修,通识必修课,英文,2.0,64.0,沈蔚,"1-15周,星期三第3-4节 一教220 1-15周,星期五第1-2节 一教220",仅向留学生开放选课,,,12 / 10,0 / 0,语言中心
中级汉语II-02班-英文-仅向留学生开放选课,本,CLE028,中级汉语II Intermediate Chinese II,必修,通识必修课,英文,2.0,64.0,沈蔚,"1-15周,星期三第5-6节 一教220 1-15周,星期五第3-4节 一教220",仅向留学生开放选课,,,12 / 4,0 / 0,语言中心
普通生物学实验-02班-双语,本,BIO104,普通生物学实验 General Biology Laboratory,必修,专业基础课,双语,2.0,64.0,生悦 张敏,"1-9,11-15周,星期三第5-8节 慧园2栋509",每次实验课（包括第1-3周）都计入期末成绩，且没有补课。,,,20 / 17,0 / 0,生物系
普通生物学实验-03班-双语,本,BIO104,普通生物学实验 General Biology Laboratory,必修,专业基础课,双语,2.0,64.0,余春红 贾方兴,"1-9,11-15周,星期四第1-4节 慧园2栋509",每次实验课（包括第1-3周）都计入期末成绩，且没有补课。,,,20 / 15,0 / 0,生物系
普通生物学实验-04班-英文,本,BIO104,普通生物学实验 General Biology Laboratory,必修,专业基础课,英文,2.0,64.0,生悦 宋亚坤,"1-9,11-15周,星期五第5-8节 慧园2栋509",每次实验课（包括第1-3周）都计入期末成绩，且没有补课。,,,20 / 22,0 / 0,生物系
植物与人类健康-01班-中文,本,BIO107,植物与人类健康 Plants and Human Health,选修,专业导论类,中文,2.0,32.0,梁建生,"1-15周,星期二第7-8节 一教226",,,,30 / 21,0 / 0,生命科学学院
EAP-01班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期一第3-4节 一教509",,,,25 / 24,0 / 0,语言中心
EAP-02班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期一第5-6节 一教509",,,,25 / 24,0 / 0,语言中心
EAP-03班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期二第3-4节 一教509",,,,25 / 24,0 / 0,语言中心
EAP-04班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期二第5-6节 一教509",,,,25 / 22,0 / 0,语言中心
EAP-05班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期三第3-4节 一教509",,,,25 / 25,0 / 0,语言中心
EAP-06班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,李卓,"上课信息: 1-15周,星期三第5-6节 一教509",,,,25 / 25,0 / 0,语言中心
EAP-09班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期一第3-4节 一教505",,,,25 / 10,0 / 0,语言中心
EAP-10班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期一第7-8节 一教505",,,,25 / 22,0 / 0,语言中心
EAP-11班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期二第1-2节 一教505",,,,25 / 22,0 / 0,语言中心
EAP-12班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期二第3-4节 一教505",,,,25 / 9,0 / 0,语言中心
EAP-13班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期三第1-2节 一教505",,,,25 / 24,0 / 0,语言中心
EAP-14班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,褚彧,"1-15周,星期三第3-4节 一教505",,,,25 / 19,0 / 0,语言中心
EAP-15班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期一第5-6节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-16班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期一第7-8节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-17班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期二第5-6节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-18班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期二第7-8节 一教320",,,,25 / 23,0 / 0,语言中心
EAP-19班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期三第5-6节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-20班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期三第7-8节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-22班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,石潇,"1-15周,星期四第3-4节 一教320",,,,25 / 25,0 / 0,语言中心
EAP-23班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期一第1-2节 一教509",,,,25 / 12,0 / 0,语言中心
EAP-24班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期二第1-2节 一教509",,,,25 / 19,0 / 0,语言中心
EAP-25班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期二第7-8节 一教509",,,,25 / 18,0 / 0,语言中心
EAP-26班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期三第1-2节 一教509",,,,25 / 6,0 / 0,语言中心
EAP-27班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期三第7-8节 一教509",,,,25 / 10,0 / 0,语言中心
EAP-28班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期四第1-2节 一教509",,,,25 / 13,0 / 0,语言中心
EAP-29班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期五第1-2节 一教511",,,,25 / 24,0 / 0,语言中心
EAP-30班-英文,本,CLE030,EAP English for Academic Purposes,必修,通识必修课,英文,2.0,32.0,CONRAD JAMES HERRERA,"1-15周,星期五第3-4节 一教511",,,,25 / 13,0 / 0,语言中心
高级汉语II-01班-英文-仅向留学生开放选课,本,CLE032,高级汉语II Advanced Chinese II,必修,通识必修课,英文,2.0,64.0,沈蔚,"1-15周,星期一第5-6节 一教220 1-15周,星期四第1-2节 一教220",仅向留学生开放选课,,,15 / 7,0 / 0,语言中心
中国历史-01班-英文-仅向留学生开放选课,本,CLE034,中国历史 Chinese History,必修,通识必修课,英文,2.0,32.0,朱文汇,"1-15周,星期二第5-6节 一教302",仅向留学生开放选课,,,25 / 25,5 / 5,语言中心
